run,obs_timestep,server_rtc_enabled,server_rtc_real_delay,current_p,server_first_p,server_end_p,server_max_p,image_variant,offline_first_mean,offline_end_mean,offline_max_mean,delta_end_server_minus_offline,delta_first_server_minus_offline,offline_end_minus_current_p,server_end_minus_current_p
recorded_obs-0629-01,185,True,3.0,0.5461764124923258,0.46446473220086215,0.012053514630389027,0.46446473220086215,<not_replayed>,,,,,,,
recorded_obs-0629-01,187,True,3.0,0.5071144103623515,0.3929808734876162,-0.0016924140685246217,0.3929808734876162,<not_replayed>,,,,,,,
recorded_obs-0629-01,202,True,3.0,0.21360657898497998,0.20461773694283802,-0.05082437479916337,0.20461773694283802,<not_replayed>,,,,,,,
recorded_obs-0629-01,204,True,3.0,0.18498046180497027,0.14994597696341164,0.012561999507514946,0.14994597696341164,<not_replayed>,,,,,,,
recorded_obs-0629-01,206,True,3.0,0.14642614737780216,0.09394305568886667,0.25720185393327544,0.258713135209314,<not_replayed>,,,,,,,
recorded_obs-0629-01,221,True,3.0,0.07447648343938226,0.07745822452485583,0.08149096308960195,0.2730487284752179,<not_replayed>,,,,,,,
recorded_obs-0629-01,236,True,3.0,0.1554824381404615,0.12570206622867766,0.35326704446719603,0.38697184203129603,<not_replayed>,,,,,,,
recorded_obs-0629-01,238,True,3.0,0.15266815474202117,0.11465710837934232,0.7989508704566529,0.8331794481797694,saved_rgb,0.18366716387111603,0.7450331164747948,0.7704404822626143,0.05391775398185816,-0.06901005549177372,0.5923649617327735,0.6462827157146318
recorded_obs-0629-01,238,True,3.0,0.15266815474202117,0.11465710837934232,0.7989508704566529,0.8331794481797694,server_jpeg_bgr_q90,0.17527494840958505,0.5962040478201023,0.7187333156347774,0.20274682263655064,-0.06061784003024273,0.4435358930780811,0.6462827157146318
recorded_obs-0629-01,253,True,3.0,0.4447934338100025,0.5456282110161577,0.2988035579211726,0.7029179364889989,saved_rgb,0.44126836223210997,0.49718889265088395,0.7407705111323168,-0.19838533472971137,0.10435984878404769,0.052395458840881426,-0.14598987588882995
recorded_obs-0629-01,253,True,3.0,0.4447934338100025,0.5456282110161577,0.2988035579211726,0.7029179364889989,server_jpeg_bgr_q90,0.44587579649230014,0.5338593529871811,0.7829255212728923,-0.23505579506600854,0.09975241452385752,0.0890659191771786,-0.14598987588882995
recorded_obs-0629-01,255,True,3.0,0.4764682655636741,0.6106653826563196,0.8127808473798319,0.9314187277658221,saved_rgb,0.47333748795794656,0.7059814518962952,0.860776432463371,0.10679939548353667,0.1373278946983731,0.22951318633262113,0.3363125818161578
recorded_obs-0629-01,255,True,3.0,0.4764682655636741,0.6106653826563196,0.8127808473798319,0.9314187277658221,server_jpeg_bgr_q90,0.4837802310959634,0.7882079972617092,0.9114788959849198,0.024572850118122713,0.12688515156035624,0.3117397316980351,0.3363125818161578
recorded_obs-0629-01,257,True,3.0,0.507114780127612,0.6517218927103374,0.8507268704528496,0.9280210378415862,saved_rgb,0.5048608143810942,0.47943537134355585,0.7910802379438169,0.3712914991092937,0.14686107832924322,-0.02767940878405617,0.34361209032523754
recorded_obs-0629-01,257,True,3.0,0.507114780127612,0.6517218927103374,0.8507268704528496,0.9280210378415862,server_jpeg_bgr_q90,0.5088042233032762,0.5109227503784902,0.8323770445006284,0.33980412007435934,0.1429176694070612,0.003807970250878201,0.34361209032523754
recorded_obs-0629-01,272,True,3.0,0.8290708715946437,0.826519668755093,0.562407603945742,0.8983740087772673,saved_rgb,0.8280735045224995,0.6449962719449146,0.9214815715661157,-0.08258866799917264,-0.0015538357674065306,-0.18407459964972905,-0.2666632676489017
recorded_obs-0629-01,272,True,3.0,0.8290708715946437,0.826519668755093,0.562407603945742,0.8983740087772673,server_jpeg_bgr_q90,0.8308681025388565,0.6703414880006197,0.942901638040013,-0.1079338840548777,-0.0043484337837634834,-0.158729383594024,-0.2666632676489017
